PID,gender,age,generation,since last visit,active in the morning,active in the noon,active in the afternoon,active at night,ave_purchase_num,num_visits,ave_purchase_value
2c6ec196-4b74-11e8-b667-0a58ac130522,female,21,90_gen,9.474502315,0,1,0,1,1.5,2,7.75
35f6140b-ba38-4df2-8e91-7d29aad2e3b1,male,30,80_gen,19.03336806,0,0,0,1,2,1,5.5
1fb5cbf8-0b66-453d-8588-1201decc0b16,male,27,90_gen,7.640162037,1,0,0,0,1,2,4
fc802a55-40ea-4123-a2f2-6576a2035f8e,female,32,80_gen,20.05365741,0,0,0,1,2,2,9.7
79e5b8f8-c520-490f-8866-8347ef779702,male,41,70_gen,8.042314815,0,0,0,1,2,1,30
0747dbc9-6a34-11e8-8d7a-0a58ac1303bc,female,54,60_gen,26.65417824,1,0,0,0,1,1,3
6c489f46-931f-11e8-824b-0a58ac1305b1,male,33,80_gen,14.90659722,0,0,0,1,3,1,7.5
6df2eeae-36e4-11e8-a5d3-0a58ac130128,male,37,80_gen,10.04524306,0,0,0,1,1,1,13
f87baf82-0188-403b-bc67-1850d9548055,male,30,80_gen,1.066643519,1,0,0,1,1.866666667,15,11.93333333
ffe19799-6558-4848-997c-3ddfe8f9dba3,male,18,00_gen,1.329618056,0,0,1,1,1,3,7
ee48e0df-707b-11e8-98b5-0a58ac130598,male,24,90_gen,4.961712963,0,0,0,1,4,1,44
7241668d-0717-4c39-b899-69d61bf5d893,male,23,90_gen,22.9781713,0,0,0,1,1,3,3.333333333
0f0c1d75-89c3-11e8-b496-0a58ac1305b1,male,38,80_gen,22.14356481,0,0,0,1,1,1,6.5
f113db61-62af-480d-89ab-7d3ae6e62744,male,27,90_gen,0.039050926,0,0,0,1,2,3,7.5
563916c0-66b2-4b90-959a-0a1d8f633b71,male,26,90_gen,10.01412037,0,0,0,1,1,1,11
7e97f022-b454-4024-82ca-434cfcdb04f6,male,41,70_gen,8.573344907,1,0,0,1,1.666666667,3,4.333333333
91674e67-a730-4c5e-9ae2-e87bca3cc419,male,26,90_gen,28.95908565,0,0,0,1,2,1,8
fca5dd35-0c14-11e8-b20c-0a58ac130012,male,23,90_gen,14.44149306,0,1,0,1,1.5,2,10.625
68ef5596-7c16-4671-ba90-49fa6604e0c1,male,28,90_gen,29.06559028,0,0,0,1,4,1,4
b9c3d685-9b22-47cb-b9a3-df55df55affc,male,34,80_gen,8.946956019,0,0,1,1,4,2,16.75
dc7f23a3-3268-11e8-b234-0a58ac130054,female,28,90_gen,15.20574074,0,0,0,1,2,1,14
e6bb9484-1aef-11e8-a76b-0a58ac13001a,male,28,90_gen,4.15662037,0,0,0,1,2.166666667,6,32.25
a79fb097-1ee8-11e8-bc22-0a58ac130020,female,31,80_gen,23.24537037,0,0,0,1,2,1,11
4291ba60-2374-11e8-89d8-0a58ac130024,female,20,90_gen,17.29041667,0,0,1,0,1,1,1.5
1ec18e18-b6af-493e-b13a-4686c03f1e27,male,48,70_gen,2.046689815,0,0,1,1,1.4,5,16.86
04e47213-4fca-11e8-83a6-0a58ac130356,male,55,60_gen,25.524375,1,0,0,0,1,1,6
b3f6133c-3ebd-4925-88ef-4f32a1db2116,female,46,70_gen,6.062152778,0,0,0,1,1.8,5,8.18
6098edbb-f1db-4580-9d22-36b6773e38c1,female,15,00_gen,3.490405093,1,0,1,0,1,6,8.833333333
fb40df63-b219-4474-a4e4-a79c16cca3af,male,29,90_gen,8.342118056,1,0,1,1,2.666666667,3,7.666666667
a7ba62d4-6372-4038-82d6-c25233d062c3,male,29,90_gen,7.266909722,0,0,1,0,1,1,3
6af6c197-7e7b-4ec3-8128-eee0d03f8d0e,male,19,00_gen,8.4890625,0,1,0,0,1,1,5.5
fe020b13-42d5-11e8-b272-0a58ac130517,male,21,90_gen,17.42732639,0,1,0,0,7,2,42
9e1eb14c-890c-11e8-b399-0a58ac1305b1,male,21,90_gen,17.28773148,0,0,1,0,1,1,3
f27b8e2c-a923-4d0d-aa67-a648681b3de0,male,33,80_gen,4.238946759,0,0,1,1,1.111111111,9,12.05555556
5364afdb-5136-11e8-83ed-0a58ac130356,male,21,90_gen,2.928842593,0,1,0,1,1.285714286,7,7.042857143
80d69063-709f-11e8-98db-0a58ac130598,female,58,60_gen,7.238703704,0,0,0,1,2,1,2
769a58ec-e03f-416e-9ccc-1e934d636030,male,26,90_gen,9.948854167,0,0,0,1,1,1,11
38732f92-8494-4594-9635-e95c236bae14,male,27,90_gen,3.143333333,0,0,0,1,5,1,26.4
100e3db4-842e-11e8-b1ff-0a58ac1303f0,female,24,90_gen,20.23649306,0,0,0,1,1,1,4.5
17955ee9-b8d5-4389-bb77-17b99da59850,female,39,80_gen,4.495381944,0,1,0,0,2,1,9.8
aeb5ded8-4d01-11e8-b781-0a58ac130522,male,32,80_gen,27.31469907,0,0,1,0,1,1,4.5
906b68a5-149b-11e8-a6d2-0a58ac13001a,male,38,80_gen,8.335081019,0,0,1,0,1,2,29.5
2dd12b4c-5e94-11e8-ab84-0a58ac13062f,male,25,90_gen,4.969340278,1,0,0,1,1,3,9
79a13223-be32-4af0-9d4d-03ce3041cff7,male,44,70_gen,3.2853125,0,0,1,0,1,1,2
77379307-92d3-11e8-8188-0a58ac1305b1,female,23,90_gen,21.47960648,0,1,0,0,1,1,7.5
69913746-fb10-452a-b589-0d320c68663f,female,36,80_gen,15.30096065,0,0,1,0,1,1,2.5
a4116116-5058-11e8-83c0-0a58ac130356,male,19,00_gen,20.34457176,1,0,1,0,2.5,2,15.75
44d8ef4a-2a64-11e8-8e95-0a58ac13027d,male,24,90_gen,17.49753472,0,1,0,0,1,1,5.5
ce24c7ac-d498-4527-b3d1-1919bc1b3ae2,male,27,90_gen,23.06523148,0,0,0,1,1,1,3.5
4e71f692-2720-11e8-836a-0a58ac13027b,female,29,90_gen,13.17498843,1,0,0,1,1.333333333,3,5.166666667
12aedb39-2801-421d-a10f-ea586ea9e9b6,male,20,90_gen,4.477893519,0,1,0,0,2,1,8
9f811ae8-a8a3-4d6f-8b84-3e34c25da190,female,28,90_gen,25.69105324,1,0,0,0,1,1,1
c0edb606-782c-4c0b-9504-ecb04465c508,female,28,90_gen,8.246759259,0,0,0,1,1,1,26
ee2bb7d7-d97f-43dc-ae41-c9b7d13b908c,male,31,80_gen,2.251736111,0,0,1,0,1,1,7
4f9f6f90-d28b-4577-84dc-4a6a2807ee44,male,19,00_gen,17.62373843,1,0,0,0,1,1,4
8c73f401-56bb-457b-ab8e-353c849d5f37,female,43,70_gen,0.620439815,1,0,0,0,1,1,3
a76a9fdc-72c2-4b18-b887-3b2093001878,female,33,80_gen,0.479953704,0,1,0,1,1.333333333,6,13.5
690782e8-8445-11e8-b22a-0a58ac1303f0,male,40,70_gen,16.49880787,0,1,0,0,2,1,15.8
45f5a7cb-c9c5-4e22-ae85-646f5c2db3fd,male,23,90_gen,16.43644676,0,1,0,0,2,1,11.5
19c341f2-5f89-4072-ba0b-07c10ae92436,male,31,80_gen,4.54125,1,0,0,0,2,1,4
c4a846bd-1d75-11e8-bbcd-0a58ac130020,male,22,90_gen,9.048923611,0,0,0,1,2,2,9.75
de113c1d-52d3-11e8-ba37-0a58ac13035b,male,23,90_gen,5.227962963,0,0,0,1,4,1,41.4
b9290e34-5366-4b33-acaa-40675ce73ed3,male,32,80_gen,14.48356481,0,1,1,0,2,3,4
109d448e-9da3-4040-b323-123cb033627d,female,18,00_gen,21.09512731,0,0,0,1,2,1,57
a0894f0e-8e6f-47c8-bad8-c46284231156,female,19,00_gen,7.893171296,0,0,0,1,4,1,26.5
03ed9ee7-4cf5-11e8-b76b-0a58ac130522,female,27,90_gen,15.32498843,0,0,1,0,1,1,9
f17c4610-701f-4182-8128-0732254c5d9e,female,27,90_gen,2.623483796,1,0,0,0,1.4,5,16.8
28dcd08e-a99e-4eed-965b-1d0ef77262b8,male,37,80_gen,6.096898148,0,0,0,1,5,1,15.5
230204f4-b815-4b8f-9ee7-c15a18f46324,male,74,40_gen,29.58556713,1,0,0,0,2,1,2
c95604c1-6726-4a6b-8057-5d11f908de63,male,20,90_gen,5.518993056,1,1,0,0,1.666666667,3,16.5
0f86250b-1a2b-11e8-a759-0a58ac13001a,female,28,90_gen,7.455740741,0,1,0,0,1.5,2,5.75
d0a3c121-cab1-45e5-a474-81af3b1c7339,female,23,90_gen,1.640011574,1,0,1,0,1,2,11.75
bd0f9215-067b-11e8-a64b-0a58ac130242,male,44,70_gen,0.647858796,1,0,0,0,2.25,4,9.425
73add8ef-e2de-4352-aa38-c20ca71d98ed,female,42,70_gen,23.2166088,0,0,0,1,3,1,10.5
a954fc33-7b90-11e8-985c-0a58ac130661,male,51,60_gen,20.15289352,0,0,0,1,1,1,4
026ddc83-097b-11e8-b275-0a58ac130242,male,22,90_gen,30.05309028,0,0,0,1,5,1,39.8
f942b5bc-4c75-11e8-b73d-0a58ac130522,female,35,80_gen,13.6599537,1,0,0,0,4,1,26.3
e9ae635f-d355-4eb8-aee3-9f7d64427c56,male,32,80_gen,6.514259259,1,0,1,0,2,3,7.833333333
c2b75484-4322-11e8-b28b-0a58ac130517,male,39,80_gen,30.06054398,0,0,0,1,4,1,15
6dec15b4-479f-11e8-b4a8-0a58ac130522,male,25,90_gen,15.30002315,0,0,1,0,9,1,21.8
bcb8636e-2119-4b1a-b7b6-e44f0a9d3037,male,33,80_gen,9.632696759,1,0,0,1,3,2,27.1
d19de0ab-290b-4214-805d-fa5054b3139d,male,33,80_gen,11.63798611,1,0,0,0,1,1,2.5
9dc19650-7883-11e8-9468-0a58ac130661,male,43,70_gen,12.08572917,0,0,0,1,1,1,6
7b9b98ab-81a5-484b-8e9f-c4b499db6f2f,female,16,00_gen,30.04844907,0,0,0,1,1,1,9
917eb103-76f2-11e8-927d-0a58ac130661,male,29,90_gen,6.159988426,0,0,0,1,2,1,5
c414b010-0004-4b51-9656-cdf244b3ec43,male,24,90_gen,5.083229167,0,0,0,1,2,1,10.5
aa249bf4-7420-4feb-bb4f-3259457a1ea5,female,40,70_gen,2.24900463,0,0,0,1,4,1,21
db71bd8e-41b8-4212-a23f-f947a99c737b,male,24,90_gen,14.63377315,1,0,0,0,2,1,14
bf91a3fa-9004-11e8-be66-0a58ac1305b1,male,37,80_gen,9.152662037,0,0,0,1,1.25,4,12.275
45169838-82cc-4f24-86ac-6003cbbb6efb,male,37,80_gen,4.069525463,0,0,0,1,1,1,42
e67b35a7-109a-4b63-aef5-fc0e1aa698dc,male,51,60_gen,2.221597222,0,0,0,1,2,2,21
a4bec4a1-54f4-4b7a-8d15-00045d6c3cb3,male,54,60_gen,22.26927083,0,0,1,0,1,1,3.5
423b7748-7ee0-4637-becc-d210e8374627,male,25,90_gen,17.60291667,1,0,0,0,2,4,4.125
6e0346c5-7170-4376-863d-b53094f34c00,male,27,90_gen,26.07511574,0,0,0,1,1,1,6
a3d4a0b7-4152-11e8-bd48-0a58ac130510,female,34,80_gen,15.05361111,0,0,1,1,1.8,5,54.78
c96ea0b9-4fa0-11e8-83a2-0a58ac130356,female,23,90_gen,6.50400463,1,0,1,0,2,2,6.75
541f4a32-813d-4031-873d-22fd50d76b8f,female,32,80_gen,18.37928241,0,0,1,0,3,2,12.15
2785f676-5040-4a5d-8a18-325d1fb9aa8e,female,25,90_gen,18.93293981,0,0,0,1,3,1,44.5
74facccd-cded-4f19-8a1f-9f81c4d4dc4a,male,42,70_gen,5.494340278,0,1,0,1,1,2,7.9
d3e1a390-80e9-4b1d-803c-52422b3af981,male,30,80_gen,7.465381944,0,1,0,1,2,3,13.66666667
d71eacde-603c-11e8-aa3e-0a58ac13039c,male,41,70_gen,4.180462963,0,0,0,1,1,1,14.8
dc52f314-2fd5-4cd0-bdd4-8c3e28b85eb3,female,21,90_gen,13.57648148,1,0,0,0,1,1,3
dae4c88e-6bed-11e8-8e4c-0a58ac1303bc,male,30,80_gen,9.106631944,0,0,0,1,2,1,40
cdadbeaa-5276-11e8-ba26-0a58ac13035b,male,38,80_gen,19.81688657,0,0,0,1,2,1,4
af8ac88f-8707-11e8-9369-0a58ac13066c,male,35,80_gen,5.328854167,1,0,1,0,2.333333333,9,7.666666667
6b6a6f67-3fe2-4de7-9092-1181b4ab027d,female,28,90_gen,24.15267361,0,0,0,1,2,1,3
f2b2aed2-921d-11e8-80c3-0a58ac1305b1,male,30,80_gen,20.26929398,0,0,1,0,1,1,5.5
fc8d8c77-a820-4c3a-8165-4e27541c8e3e,male,25,90_gen,0.331678241,1,0,1,0,1.5,8,20.75
6f215c50-10e0-462c-a585-e7db75157ac4,female,36,80_gen,12.56070602,1,0,0,0,7,1,15.7
86e69401-0fde-11e8-a675-0a58ac13001a,female,26,90_gen,12.17240741,0,0,0,1,2,1,20
89ef5ddf-d04e-4994-922c-4810ab8e10a2,male,31,80_gen,8.499976852,1,1,0,0,1,2,20.5
47a0a613-492f-11e8-b53b-0a58ac130522,male,28,90_gen,21.04142361,0,0,0,1,1,1,29
7516c526-1bab-11e8-a887-0a58ac130270,male,10,00_gen,1.115625,1,0,1,1,3.666666667,3,10.75
06c30856-0e42-11e8-a655-0a58ac13001a,female,32,80_gen,28.55555556,1,0,0,0,1,1,6.5
3eb4be1e-17ba-11e8-a715-0a58ac13001a,male,45,70_gen,20.58347222,1,0,0,0,3,1,11
7f1c4ce6-56b3-4d09-be21-59b0ae9033e4,male,24,90_gen,0.74505787,1,0,0,0,1.538461538,26,8.1
3cc77c26-8acd-11e8-b5e5-0a58ac1305b1,male,33,80_gen,4.736793981,1,0,0,0,1,1,16
51767315-3554-11e8-9522-0a58ac13009d,female,55,60_gen,18.25342593,0,0,1,0,1,2,3.5
46d5eaa2-256a-480e-97bd-b007cd548ca0,female,22,90_gen,12.22677083,0,1,1,1,1.666666667,3,7.166666667
42842a9b-8ce5-11e8-ba37-0a58ac1305b1,male,37,80_gen,13.40791667,0,0,0,1,2.75,4,16.7
aefadb6d-b28f-4b2f-8c78-61d8687ad8eb,male,38,80_gen,13.98806713,0,0,0,1,6,1,46.7
02b63b8a-59c0-4d8a-aa9c-0c53917713d1,male,58,60_gen,19.41491898,0,0,1,0,4,1,2
efae5239-29f9-11e8-8046-0a58ac13027d,male,36,80_gen,0.946712963,0,0,0,1,2.25,8,9.4375
ca8d7979-0739-11e8-af82-0a58ac130242,male,31,80_gen,12.16315972,0,0,0,1,2.5,2,18.5
e9d31f93-69fa-41d1-8b1b-9e6f9aa4eb04,male,26,90_gen,5.347013889,0,0,1,0,2,1,12.5
14505eb6-75bb-11e8-9067-0a58ac130661,male,28,90_gen,26.22017361,0,0,0,1,1,1,6
35328063-8d97-11e8-bb2d-0a58ac1305b1,male,24,90_gen,17.14253472,0,0,0,1,1,1,4
5234e959-19bd-11e8-a748-0a58ac13001a,female,21,90_gen,2.147013889,0,0,0,1,2,1,6
fa79a500-8269-4b54-8a2f-4faa75a0726c,male,28,90_gen,7.468622685,0,1,0,0,3.8,5,31.3999998
f5141dba-0ef7-11e8-a661-0a58ac13001a,male,46,70_gen,10.10380787,0,0,0,1,1.25,4,16.5
05182b32-8e74-11e8-bc8c-0a58ac1305b1,male,35,80_gen,30.55081019,1,0,0,0,1,1,4.5
87989fbd-9115-11e8-bfc1-0a58ac1305b1,male,31,80_gen,7.476967593,0,1,0,1,2,2,90
c25bf9ed-5aca-4b5a-bae8-83d731517a02,male,52,60_gen,21.58741898,1,0,0,0,1,1,16
39456368-8f10-11e8-bd0d-0a58ac1305b1,male,41,70_gen,2.00650463,0,0,0,1,1,1,6.5
47a367ef-c9d4-4ce3-8e9a-8d732af40255,female,42,70_gen,7.303611111,0,0,1,0,1.5,2,5.75
879eaad7-2cd4-11e8-96eb-0a58ac13027e,male,43,70_gen,0.085590278,0,0,0,1,2,1,23
33aa095f-812a-11e8-aef1-0a58ac1303f0,male,31,80_gen,7.577141204,1,0,0,0,1,1,3.5
cb2cf9f5-363b-11e8-940a-0a58ac1300a2,female,11,00_gen,5.543738426,1,0,1,0,1.333333333,3,7
2859f8ba-48df-4cb9-b00f-8077ac20c616,male,33,80_gen,12.54587963,0,0,0,1,1.5,4,9.95
75918bcf-608d-11e8-aa44-0a58ac13039c,male,31,80_gen,3.636655093,1,0,0,0,1.125,8,14.825
6b6b9d2c-7dbc-4db0-ae9d-867aa0d363f6,male,22,90_gen,20.80883102,0,0,0,1,1,1,7
5109ca31-a240-4602-a50e-ed015c59da6a,male,37,80_gen,0.163912037,0,0,0,1,2.25,4,9.975
e823ab92-60e8-4f2b-85a5-af6d9765c544,female,24,90_gen,4.409988426,0,0,1,0,1,1,5.5
0b2d5894-f96c-4be2-b1f9-770f2186aecd,female,55,60_gen,22.10744213,0,0,0,1,2,1,4
9734779b-6bdf-11e8-8e4a-0a58ac1303bc,male,52,60_gen,22.15631944,0,0,0,1,1,1,8.5
208642ea-01df-11e8-9d02-0a58ac13023c,male,23,90_gen,23.3991088,0,0,1,1,4,2,15.4
c2e5772b-a89c-4cad-8aaf-6076b97317f8,male,39,80_gen,30.02186343,0,0,0,1,7,1,48
9db94aea-37e5-11e8-a014-0a58ac130259,female,21,90_gen,3.498819444,0,1,0,1,1,3,6.566666667
1aa05257-7b9d-11e8-9884-0a58ac130661,female,31,80_gen,18.25880787,0,0,1,0,2,1,18.3
f7794e25-0b78-4d02-ae73-8f5e012b4b9d,male,24,90_gen,25.35675926,0,0,1,0,2,1,9
0057c8c5-4b73-11e8-b667-0a58ac130522,male,49,70_gen,4.299872685,0,0,1,0,1.5,2,7.95
67255935-5391-11e8-ba4f-0a58ac13035b,male,54,60_gen,21.03875,0,0,0,1,2,1,9
064a9714-0fb2-11e8-a674-0a58ac13001a,male,27,90_gen,2.19,0,0,0,1,1.2,5,4.48
43e65736-bf9b-422e-813a-dd8e0014196f,male,18,00_gen,6.637199074,1,0,0,1,1,3,10.76666667
8725c130-670d-11e8-a90e-0a58ac130590,male,48,70_gen,14.4559838,0,1,0,0,2,1,44.9
2b990b49-bf80-41eb-8b22-3e0655c59977,male,31,80_gen,17.49689815,0,1,0,0,2,1,2.2
90416deb-5347-47c9-af52-a91f697bd5eb,male,32,80_gen,9.025729167,0,0,0,1,1,1,7.5
e373ad46-0b11-11e8-b6df-0a58ac13000a,male,22,90_gen,18.67232639,1,0,0,0,1,1,3.5
23f57687-866f-4221-9c84-e996ebee4c41,female,47,70_gen,29.59435185,1,0,0,0,5,1,22.7
a9e8f897-29cd-4fdb-8830-82ca97456c0a,male,22,90_gen,0.183125,0,0,0,1,1,1,40
aebfaaba-51b1-4b18-83d1-713dea5be612,male,19,00_gen,2.887951389,0,0,0,1,1,1,4
b8829b36-4177-11e8-b211-0a58ac130517,male,25,90_gen,3.118333333,0,0,0,1,1,1,15
77471503-654e-4c85-8c2c-3fe6c3da559b,male,44,70_gen,20.20368056,0,0,0,1,1,1,1.5
a3d229ce-7e42-4340-a6c8-1a36c56fabfc,male,32,80_gen,0.361030093,0,0,1,1,1.36,25,14.49999996
93d05a4b-5373-11e8-ba47-0a58ac13035b,male,18,00_gen,4.709872685,1,0,0,0,1,1,3
4e50edb9-4f49-41db-811c-30160107d870,female,23,90_gen,18.28094907,0,0,1,0,2,1,8
80415abb-4601-11e8-b0bf-0a58ac130519,male,28,90_gen,23.27263889,0,0,1,0,2,1,6
3c4a09e0-319d-11e8-a0c6-0a58ac130032,female,20,90_gen,9.6971875,1,0,0,0,1,1,1
42746578-774f-11e8-929c-0a58ac130661,female,35,80_gen,4.700335648,1,0,0,0,2,1,9
c81e8d47-1ddf-11e8-bbdf-0a58ac130020,female,23,90_gen,1.205219907,0,0,0,1,1.5,4,6.25
976c577d-6d3c-4363-acb1-dcb38bcf18bf,male,29,90_gen,0.694907407,1,0,0,0,2.25,4,9
5e24ebfb-b4de-45e5-8ddb-06a9e9c5da47,female,31,80_gen,26.39409722,0,0,1,1,2,2,6.65
f4190a90-938d-11e8-82b0-0a58ac1305b1,male,29,90_gen,0.410856481,0,0,1,1,1,2,5.95
d6037dfa-408e-11e8-bd16-0a58ac130510,female,14,00_gen,10.2630787,0,0,1,0,1,1,3.5
608c7542-471d-4174-8458-f4c009739d5e,male,25,90_gen,3.504050926,1,0,0,0,4,1,19.4
c33aff9a-9c3f-470f-8dd7-11444e311c4a,male,19,00_gen,21.34135417,1,0,1,1,1,3,9.666666667
02c4af88-072f-4939-9a9d-a06d7022de3d,female,26,90_gen,4.182662037,0,0,0,1,3,2,15.2
4b9fb1c3-5cdb-11e8-9092-0a58ac130393,male,36,80_gen,2.644490741,1,0,0,1,2.25,4,6.625
b9594f5c-11f8-11e8-a696-0a58ac13001a,male,33,80_gen,20.65266204,1,0,0,0,1,1,1
5944621f-660a-11e8-a8b7-0a58ac130590,male,29,90_gen,11.91483796,0,0,0,1,7,1,12.7
ea787815-50dd-11e8-83d0-0a58ac130356,female,22,90_gen,14.49461806,0,1,0,1,1.166666667,6,3.983333333
f0ff8bfb-0bde-11e8-b205-0a58ac130012,male,35,80_gen,1.354074074,0,0,1,0,5,1,42
d3cfc29a-bbff-490c-98cc-bd98e8f72c08,male,39,80_gen,16.2081713,1,0,0,1,2,2,9.25
29b4ec7e-9310-11e8-8224-0a58ac1305b1,male,29,90_gen,6.045763889,0,0,0,1,3,2,20.25
ddd03fad-1f7a-11e8-bc37-0a58ac130020,male,39,80_gen,3.095405093,0,0,0,1,1.625,8,8.5375
f1b9d2fe-16eb-40ed-a839-b47bf22a9719,female,31,80_gen,11.49920139,0,1,0,0,7,1,9.9
5d54ed30-43db-11e8-afd0-0a58ac130519,male,30,80_gen,6.574594907,1,0,0,0,1,1,4.5
b0086a94-b256-4fe6-b22c-561baafec6d5,female,29,90_gen,21.23574074,0,0,0,1,2,2,12
34fb4966-a338-4297-9b96-87625b2ce054,male,20,90_gen,6.564131944,1,0,0,0,1.75,4,8.1
05e5c63c-b2c9-488d-a334-63bc50be4bea,female,29,90_gen,5.377766204,0,0,1,0,1,1,5
6ddb3467-36d8-4392-ba8e-aae282a6e542,female,24,90_gen,28.18576389,0,0,0,1,2,1,7
f8c73f52-97e4-458e-976a-314cf7fdc8a3,male,55,60_gen,2.708981481,1,0,0,0,1,1,21
44720313-8f31-45df-8d39-3ff63d338fca,male,41,70_gen,2.321585648,0,0,1,0,1.5,2,18
3a413a2f-5661-11e8-a997-0a58ac130550,male,27,90_gen,0.703206019,1,0,0,0,1,1,5.5
71f03455-4951-11e8-b550-0a58ac130522,male,28,90_gen,0.627164352,1,0,0,0,1.5,4,10.25
28ef48f8-1173-478a-806b-6a04733844f1,female,21,90_gen,2.478472222,0,1,0,0,1,1,3
8d408f3c-2a5e-4ccf-a0e6-ea2b3809dc28,male,45,70_gen,15.75916667,0,0,0,1,2,1,24
14cb51f7-17ab-11e8-a712-0a58ac13001a,male,26,90_gen,15.6747338,1,0,0,0,1,2,4.25
58bee279-6082-11e8-aa44-0a58ac13039c,male,39,80_gen,2.127708333,1,0,0,1,3,2,11.9
09c9fd8a-79a5-11e8-9572-0a58ac130661,male,65,50_gen,12.11935185,0,0,0,1,3,1,13.5
4cc00552-3660-11e8-a56f-0a58ac130128,female,21,90_gen,14.20581019,0,0,0,1,2,1,10
176bd2a2-42ee-11e8-b276-0a58ac130517,female,34,80_gen,3.216701389,0,0,0,1,2,1,6
bfe44bd1-bc95-4865-aed1-c62c1e0cb51e,male,57,60_gen,14.17972222,0,0,0,1,2,1,13.5
f2d3bf5d-4439-11e8-afe0-0a58ac130519,male,25,90_gen,25.2290625,0,0,0,1,1,1,4.5
8b0a917d-54ea-4e9f-934f-0cd474006c4f,male,26,90_gen,6.695347222,1,0,0,0,1,1,18
f85b6473-7ee0-4c20-b32a-58c31db59455,male,44,70_gen,7.691041667,1,0,0,0,1,1,3
1ee88291-7d42-4f0e-99d0-1fa6edb1c962,female,29,90_gen,1.646365741,1,0,0,0,1.428571429,7,5.328571429
2ccd4d8f-8fae-11e8-bdc7-0a58ac1305b1,male,26,90_gen,30.34813657,0,0,1,0,1,1,3
5569898f-533d-11e8-ba3d-0a58ac13035b,male,16,00_gen,3.475324074,0,1,0,0,1,3,16.13333333
5b5dbdbe-b48a-4d6c-8913-2ed216384f38,male,33,80_gen,3.0684375,1,0,0,1,2.166666667,6,12.56666667
f7ad533a-7bf4-11e8-98ae-0a58ac130661,male,32,80_gen,0.583831019,1,0,0,0,1.5,2,24
18d38f6a-4385-11e8-b29d-0a58ac130517,female,28,90_gen,1.715208333,1,0,0,0,1,2,3.25
109ae0b7-3d46-4109-9706-b9faadff1616,male,28,90_gen,3.164479167,0,0,0,1,1.25,4,12.125
b8b6134b-3660-11e8-a56f-0a58ac130128,male,20,90_gen,26.40377315,0,0,1,0,4,1,3.5
7ead42a7-13c5-11e8-a6c4-0a58ac13001a,male,47,70_gen,1.203645833,1,0,0,1,3,5,12.24
